label,Column1,id,form_id,name,form,alias,image_name,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
,0344-000,344,0,ネンドール,,ネンドール,,どぐうポケモン,108.0,1.5,じめん,エスパー,ふゆう,,,8,60,70,105,70,120,75
,0345-000,345,0,リリーラ,,リリーラ,,ウミユリポケモン,23.8,1.0,いわ,くさ,きゅうばん,よびみず,,8,66,41,77,61,87,23
,0346-000,346,0,ユレイドル,,ユレイドル,,いわつぼポケモン,60.4,1.5,いわ,くさ,きゅうばん,よびみず,,8,86,81,97,81,107,43
,0347-000,347,0,アノプス,,アノプス,,むかしエビポケモン,12.5,0.7,いわ,むし,カブトアーマー,すいすい,,8,45,95,50,40,50,75
,0348-000,348,0,アーマルド,,アーマルド,,かっちゅうポケモン,68.2,1.5,いわ,むし,カブトアーマー,すいすい,,8,75,125,100,70,80,45
291.0,0349-000,349,0,ヒンバス,,ヒンバス,pm0349_00_00_00.png,さかなポケモン,7.4,0.6,みず,,すいすい,どんかん,てきおうりょく,9,20,15,20,10,55,80
292.0,0350-000,350,0,ミロカロス,,ミロカロス,pm0350_00_00_00.png,いつくしみポケモン,162.0,6.2,みず,,ふしぎなうろこ,かちき,メロメロボディ,9,95,60,79,100,125,81
,0351-000,351,0,ポワルン,ポワルンのすがた,ポワルン,,てんきポケモン,0.8,0.3,ノーマル,,てんきや,,,8,70,70,70,70,70,70
,0352-000,352,0,カクレオン,,カクレオン,,いろへんげポケモン,22.0,1.0,ノーマル,,へんしょく,へんげんじざい,,8,60,90,70,60,120,40
293.0,0353-000,353,0,カゲボウズ,,カゲボウズ,pm0353_00_00_00.png,にんぎょうポケモン,2.3,0.6,ゴースト,,ふみん,おみとおし,のろわれボディ,9,44,75,35,63,33,45
294.0,0354-000,354,0,ジュペッタ,,ジュペッタ,pm0354_00_00_00.png,ぬいぐるみポケモン,12.5,1.1,ゴースト,,ふみん,おみとおし,のろわれボディ,9,64,115,65,83,63,65
,0354-001,354,1,ジュペッタ,メガジュペッタ,メガジュペッタ,,ぬいぐるみポケモン,13.0,1.2,ゴースト,,いたずらごころ,のろわれボディ,,7,64,115,65,83,63,65
295.0,0355-000,355,0,ヨマワル,,ヨマワル,pm0355_00_00_00.png,おむかえポケモン,15.0,0.8,ゴースト,,ふゆう,おみとおし,,9,20,40,90,30,90,25
296.0,0356-000,356,0,サマヨール,,サマヨール,pm0356_00_00_00.png,てまねきポケモン,30.6,1.6,ゴースト,,プレッシャー,おみとおし,,9,40,70,130,60,130,25
297.0,0357-000,357,0,トロピウス,,トロピウス,pm0357_00_00_00.png,フルーツポケモン,100.0,2.0,くさ,ひこう,ようりょくそ,サンパワー,しゅうかく,9,99,68,83,72,87,51
298.0,0358-000,358,0,チリーン,,チリーン,pm0358_00_00_00.png,ふうりんポケモン,1.0,0.6,エスパー,,ふゆう,,,9,75,50,80,95,90,65
,0359-000,359,0,アブソル,,アブソル,,わざわいポケモン,47.0,1.2,あく,,プレッシャー,きょううん,せいぎのこころ,8,65,130,60,75,60,75
,0359-001,359,1,アブソル,メガアブソル,メガアブソル,,わざわいポケモン,49.0,1.2,あく,,マジックミラー,せいぎのこころ,,7,65,130,60,75,60,75
,0360-000,360,0,ソーナノ,,ソーナノ,,ほがらかポケモン,14.0,0.6,エスパー,,かげふみ,テレパシー,,8,95,23,48,23,48,23
299.0,0361-000,361,0,ユキワラシ,,ユキワラシ,pm0361_00_00_00.png,ゆきかさポケモン,16.8,0.7,こおり,,せいしんりょく,アイスボディ,ムラっけ,9,50,50,50,50,50,50
300.0,0362-000,362,0,オニゴーリ,,オニゴーリ,pm0362_00_00_00.png,がんめんポケモン,256.5,1.5,こおり,,せいしんりょく,アイスボディ,ムラっけ,9,80,80,80,80,80,80
,0362-001,362,1,オニゴーリ,メガオニゴーリ,メガオニゴーリ,,がんめんポケモン,350.2,2.1,こおり,,フリーズスキン,ムラっけ,,7,80,80,80,80,80,80
,0363-000,363,0,タマザラシ,,タマザラシ,,てたたきポケモン,39.5,0.8,こおり,みず,あついしぼう,アイスボディ,どんかん,8,70,40,50,55,50,25
,0364-000,364,0,トドグラー,,トドグラー,,たままわしポケモン,87.6,1.1,こおり,みず,あついしぼう,アイスボディ,どんかん,8,90,60,70,75,70,45
,0365-000,365,0,トドゼルガ,,トドゼルガ,,こおりわりポケモン,150.6,1.4,こおり,みず,あついしぼう,アイスボディ,どんかん,8,110,80,90,95,90,65
,0366-000,366,0,パールル,,パールル,,２まいがいポケモン,52.5,0.4,みず,,シェルアーマー,びびり,,8,35,64,85,74,55,32
,0367-000,367,0,ハンテール,,ハンテール,,しんかいポケモン,27.0,1.7,みず,,すいすい,みずのベール,,8,55,104,105,94,75,52
,0368-000,368,0,サクラビス,,サクラビス,,なんかいポケモン,22.6,1.8,みず,,すいすい,うるおいボディ,,8,55,84,105,114,75,52
,0369-000,369,0,ジーランス,,ジーランス,,ちょうじゅポケモン,23.4,1.0,みず,いわ,すいすい,いしあたま,がんじょう,8,100,90,130,45,65,55
301.0,0370-000,370,0,ラブカス,,ラブカス,pm0370_00_00_00.png,ランデブーポケモン,8.7,0.6,みず,,すいすい,うるおいボディ,,9,43,30,55,40,65,97
302.0,0371-000,371,0,タツベイ,,タツベイ,pm0371_00_00_00.png,いしあたまポケモン,42.1,0.6,ドラゴン,,いしあたま,ちからずく,,9,45,75,60,40,30,50
303.0,0372-000,372,0,コモルー,,コモルー,pm0372_00_00_00.png,にんたいポケモン,110.5,1.1,ドラゴン,,いしあたま,ぼうじん,,9,65,95,100,60,50,50
304.0,0373-000,373,0,ボーマンダ,,ボーマンダ,pm0373_00_00_00.png,ドラゴンポケモン,102.6,1.5,ドラゴン,ひこう,いかく,じしんかじょう,,9,95,135,80,110,80,100
,0373-001,373,1,ボーマンダ,メガボーマンダ,メガボーマンダ,,ドラゴンポケモン,112.6,1.8,ドラゴン,ひこう,スカイスキン,じしんかじょう,,7,95,135,80,110,80,100
305.0,0374-000,374,0,ダンバル,,ダンバル,pm0374_00_00_00.png,てっきゅうポケモン,95.2,0.6,はがね,エスパー,クリアボディ,ライトメタル,,9,40,55,80,35,60,30
306.0,0375-000,375,0,メタング,,メタング,pm0375_00_00_00.png,てつツメポケモン,202.5,1.2,はがね,エスパー,クリアボディ,ライトメタル,,9,60,75,100,55,80,50
307.0,0376-000,376,0,メタグロス,,メタグロス,pm0376_00_00_00.png,てつあしポケモン,550.0,1.6,はがね,エスパー,クリアボディ,ライトメタル,,9,80,135,130,95,90,70
,0376-001,376,1,メタグロス,メガメタグロス,メガメタグロス,,てつあしポケモン,942.9,2.5,はがね,エスパー,かたいツメ,ライトメタル,,7,80,135,130,95,90,70
308.0,0377-000,377,0,レジロック,,レジロック,pm0377_00_00_00.png,いわやまポケモン,230.0,1.7,いわ,,クリアボディ,がんじょう,,9,80,100,200,50,100,50
309.0,0378-000,378,0,レジアイス,,レジアイス,pm0378_00_00_00.png,ひょうざんポケモン,175.0,1.8,こおり,,クリアボディ,アイスボディ,,9,80,50,100,100,200,50
310.0,0379-000,379,0,レジスチル,,レジスチル,pm0379_00_00_00.png,くろがねポケモン,205.0,1.9,はがね,,クリアボディ,ライトメタル,,9,80,75,150,75,150,50
311.0,0380-000,380,0,ラティアス,,ラティアス,pm0380_00_00_00.png,むげんポケモン,40.0,1.4,ドラゴン,エスパー,ふゆう,,,9,80,80,90,110,130,110
,0380-001,380,1,ラティアス,メガラティアス,メガラティアス,,むげんポケモン,52.0,1.8,ドラゴン,エスパー,ふゆう,,,7,80,80,90,110,130,110
312.0,0381-000,381,0,ラティオス,,ラティオス,pm0381_00_00_00.png,むげんポケモン,60.0,2.0,ドラゴン,エスパー,ふゆう,,,9,80,90,80,130,110,110
,0381-001,381,1,ラティオス,メガラティオス,メガラティオス,,むげんポケモン,70.0,2.3,ドラゴン,エスパー,ふゆう,,,7,80,90,80,130,110,110
313.0,0382-000,382,0,カイオーガ,カイオーガのすがた,カイオーガ,pm0382_00_00_00.png,かいていポケモン,352.0,4.5,みず,,あめふらし,,,9,100,100,90,150,140,90
,0382-001,382,1,カイオーガ,ゲンシカイキのすがた,カイオーガ(ゲンシカイキ),,かいていポケモン,430.0,9.8,みず,,はじまりのうみ,あめふらし,,9,100,100,90,150,140,90
314.0,0383-000,383,0,グラードン,グラードンのすがた,グラードン,pm0383_00_00_00.png,たいりくポケモン,950.0,3.5,じめん,,ひでり,,,9,100,150,140,100,90,90
,0383-001,383,1,グラードン,ゲンシカイキのすがた,グラードン(ゲンシカイキ),,たいりくポケモン,999.7,5.0,じめん,ほのお,おわりのだいち,ひでり,,9,100,150,140,100,90,90
315.0,0384-000,384,0,レックウザ,,レックウザ,pm0384_00_00_00.png,てんくうポケモン,206.5,7.0,ドラゴン,ひこう,エアロック,,,9,105,150,90,150,90,95
,0384-001,384,1,レックウザ,メガレックウザ,メガレックウザ,,てんくうポケモン,392.0,10.8,ドラゴン,ひこう,デルタストリーム,エアロック,,7,105,150,90,150,90,95
316.0,0385-000,385,0,ジラーチ,,ジラーチ,pm0385_00_00_00.png,ねがいごとポケモン,1.1,0.3,はがね,エスパー,てんのめぐみ,,,9,100,100,100,100,100,100
317.0,0386-000,386,0,デオキシス,ノーマルフォルム,デオキシス(ノーマル),pm0386_11_00_00.png,ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,150,50,150,50,150
318.0,0386-001,386,1,デオキシス,アタックフォルム,デオキシス(アタック),pm0386_12_00_00.png,ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,180,20,180,20,150
319.0,0386-002,386,2,デオキシス,ディフェンスフォルム,デオキシス(ディフェンス),pm0386_13_00_00.png,ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,70,160,70,160,90
320.0,0386-003,386,3,デオキシス,スピードフォルム,デオキシス(スピード),pm0386_14_00_00.png,ＤＮＡポケモン,60.8,1.7,エスパー,,プレッシャー,,,9,50,95,90,95,90,180
321.0,0387-000,387,0,ナエトル,,ナエトル,pm0387_00_00_00.png,わかばポケモン,10.2,0.4,くさ,,しんりょく,シェルアーマー,,9,55,68,64,45,55,31
322.0,0388-000,388,0,ハヤシガメ,,ハヤシガメ,pm0388_00_00_00.png,こだちポケモン,97.0,1.1,くさ,,しんりょく,シェルアーマー,,9,75,89,85,55,65,36
323.0,0389-000,389,0,ドダイトス,,ドダイトス,pm0389_00_00_00.png,たいりくポケモン,310.0,2.2,くさ,じめん,しんりょく,シェルアーマー,,9,95,109,105,75,85,56
324.0,0390-000,390,0,ヒコザル,,ヒコザル,pm0390_00_00_00.png,こざるポケモン,6.2,0.5,ほのお,,もうか,てつのこぶし,,9,44,58,44,58,44,61
325.0,0391-000,391,0,モウカザル,,モウカザル,pm0391_00_00_00.png,やんちゃポケモン,22.0,0.9,ほのお,かくとう,もうか,てつのこぶし,,9,64,78,52,78,52,81
326.0,0392-000,392,0,ゴウカザル,,ゴウカザル,pm0392_00_00_00.png,かえんポケモン,55.0,1.2,ほのお,かくとう,もうか,てつのこぶし,,9,76,104,71,104,71,108
327.0,0393-000,393,0,ポッチャマ,,ポッチャマ,pm0393_00_00_00.png,ペンギンポケモン,5.2,0.4,みず,,げきりゅう,かちき,,9,53,51,53,61,56,40
328.0,0394-000,394,0,ポッタイシ,,ポッタイシ,pm0394_00_00_00.png,ペンギンポケモン,23.0,0.8,みず,,げきりゅう,かちき,,9,64,66,68,81,76,50
329.0,0395-000,395,0,エンペルト,,エンペルト,pm0395_00_00_00.png,こうていポケモン,84.5,1.7,みず,はがね,げきりゅう,かちき,,9,84,86,88,111,101,60
330.0,0396-000,396,0,ムックル,,ムックル,pm0396_00_00_00.png,むくどりポケモン,2.0,0.3,ノーマル,ひこう,するどいめ,すてみ,,9,40,55,30,30,30,60
331.0,0397-000,397,0,ムクバード,,ムクバード,pm0397_00_00_00.png,むくどりポケモン,15.5,0.6,ノーマル,ひこう,いかく,すてみ,,9,55,75,50,40,40,80
332.0,0398-000,398,0,ムクホーク,,ムクホーク,pm0398_00_00_00.png,もうきんポケモン,24.9,1.2,ノーマル,ひこう,いかく,すてみ,,9,85,120,70,50,60,100
,0399-000,399,0,ビッパ,,ビッパ,,まるねずみポケモン,20.0,0.5,ノーマル,,たんじゅん,てんねん,ムラっけ,8,59,45,40,35,40,31
,0400-000,400,0,ビーダル,,ビーダル,,ビーバーポケモン,31.5,1.0,ノーマル,みず,たんじゅん,てんねん,ムラっけ,8,79,85,60,55,60,71
333.0,0401-000,401,0,コロボーシ,,コロボーシ,pm0401_00_00_00.png,こおろぎポケモン,2.2,0.3,むし,,だっぴ,にげあし,,9,37,25,41,25,41,25
334.0,0402-000,402,0,コロトック,,コロトック,pm0402_00_00_00.png,こおろぎポケモン,25.5,1.0,むし,,むしのしらせ,テクニシャン,,9,77,85,51,55,51,65
335.0,0403-000,403,0,コリンク,,コリンク,pm0403_00_00_00.png,せんこうポケモン,9.5,0.5,でんき,,とうそうしん,いかく,こんじょう,9,45,65,34,40,34,45
336.0,0404-000,404,0,ルクシオ,,ルクシオ,pm0404_00_00_00.png,でんこうポケモン,30.5,0.9,でんき,,とうそうしん,いかく,こんじょう,9,60,85,49,60,49,60
337.0,0405-000,405,0,レントラー,,レントラー,pm0405_00_00_00.png,がんこうポケモン,42.0,1.4,でんき,,とうそうしん,いかく,こんじょう,9,80,120,79,95,79,70
,0406-000,406,0,スボミー,,スボミー,,つぼみポケモン,1.2,0.2,くさ,どく,しぜんかいふく,どくのトゲ,リーフガード,8,40,30,35,50,70,55
,0407-000,407,0,ロズレイド,,ロズレイド,,ブーケポケモン,14.5,0.9,くさ,どく,しぜんかいふく,どくのトゲ,テクニシャン,8,60,70,65,125,105,90
338.0,0408-000,408,0,ズガイドス,,ズガイドス,pm0408_00_00_00.png,ずつきポケモン,31.5,0.9,いわ,,かたやぶり,ちからずく,,9,67,125,40,30,30,58
339.0,0409-000,409,0,ラムパルド,,ラムパルド,pm0409_00_00_00.png,ずつきポケモン,102.5,1.6,いわ,,かたやぶり,ちからずく,,9,97,165,60,65,50,58
340.0,0410-000,410,0,タテトプス,,タテトプス,pm0410_00_00_00.png,シールドポケモン,57.0,0.5,いわ,はがね,がんじょう,ぼうおん,,9,30,42,118,42,88,30
341.0,0411-000,411,0,トリデプス,,トリデプス,pm0411_00_00_00.png,シールドポケモン,149.5,1.3,いわ,はがね,がんじょう,ぼうおん,,9,60,52,168,47,138,30
,0412-000,412,0,ミノムッチ,くさきのミノ,ミノムッチ(くさき),,みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
,0412-001,412,1,ミノムッチ,すなちのミノ,ミノムッチ(すなち),,みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
,0412-002,412,2,ミノムッチ,ゴミのミノ,ミノムッチ(ゴミ),,みのむしポケモン,3.4,0.2,むし,,だっぴ,ぼうじん,,8,40,29,45,29,45,36
,0413-000,413,0,ミノマダム,くさきのミノ,ミノマダム(くさき),,みのむしポケモン,6.5,0.5,むし,くさ,きけんよち,ぼうじん,,8,60,59,85,79,105,36
,0413-001,413,1,ミノマダム,すなちのミノ,ミノマダム(すなち),,みのむしポケモン,6.5,0.5,むし,じめん,きけんよち,ぼうじん,,8,60,79,105,59,85,36
,0413-002,413,2,ミノマダム,ゴミのミノ,ミノマダム(ゴミ),,みのむしポケモン,6.5,0.5,むし,はがね,きけんよち,ぼうじん,,8,60,69,95,69,95,36
,0414-000,414,0,ガーメイル,,ガーメイル,,ミノガポケモン,23.3,0.9,むし,ひこう,むしのしらせ,いろめがね,,8,70,94,50,94,50,66
342.0,0415-000,415,0,ミツハニー,,ミツハニー,pm0415_00_00_00.png,はちのこポケモン,5.5,0.3,むし,ひこう,みつあつめ,はりきり,,9,30,30,42,30,42,70
343.0,0416-000,416,0,ビークイン,,ビークイン,pm0416_00_00_00.png,はちのすポケモン,38.5,1.2,むし,ひこう,プレッシャー,きんちょうかん,,9,70,80,102,80,102,40
344.0,0417-000,417,0,パチリス,,パチリス,pm0417_00_00_00.png,でんきりすポケモン,3.9,0.4,でんき,,にげあし,ものひろい,ちくでん,9,60,45,70,45,90,95
345.0,0418-000,418,0,ブイゼル,,ブイゼル,pm0418_00_00_00.png,うみイタチポケモン,29.5,0.7,みず,,すいすい,みずのベール,,9,55,65,35,60,30,85
346.0,0419-000,419,0,フローゼル,,フローゼル,pm0419_00_00_00.png,うみイタチポケモン,33.5,1.1,みず,,すいすい,みずのベール,,9,85,105,55,85,50,115
,0420-000,420,0,チェリンボ,,チェリンボ,,さくらんぼポケモン,3.3,0.4,くさ,,ようりょくそ,,,8,45,35,45,62,53,35
,0421-000,421,0,チェリム,ネガフォルム,チェリム,,サクラポケモン,9.3,0.5,くさ,,フラワーギフト,,,8,70,60,70,87,78,85
347.0,0422-000,422,0,カラナクシ,にしのうみ,カラナクシ,pm0422_11_00_00.png,ウミウシポケモン,6.3,0.3,みず,,ねんちゃく,よびみず,すなのちから,6,76,48,48,57,62,34
348.0,0422-000,422,1,カラナクシ,ひがしのうみ,カラナクシ,pm0422_12_00_00.png,ウミウシポケモン,6.3,0.3,みず,,ねんちゃく,よびみず,すなのちから,6,76,48,48,57,62,34
349.0,0423-000,423,0,トリトドン,にしのうみ,トリトドン,pm0423_11_00_00.png,ウミウシポケモン,29.9,0.9,みず,じめん,ねんちゃく,よびみず,すなのちから,6,111,83,68,92,82,39
350.0,0423-000,423,1,トリトドン,ひがしのうみ,トリトドン,pm0423_12_00_00.png,ウミウシポケモン,29.9,0.9,みず,じめん,ねんちゃく,よびみず,すなのちから,6,111,83,68,92,82,39
351.0,0424-000,424,0,エテボース,,エテボース,pm0424_00_00_00.png,おながポケモン,20.3,1.2,ノーマル,,テクニシャン,ものひろい,スキルリンク,9,75,100,66,60,66,115
353.0,0425-000,425,0,フワンテ,,フワンテ,pm0425_00_00_00.png,ふうせんポケモン,1.2,0.4,ゴースト,ひこう,ゆうばく,かるわざ,ねつぼうそう,9,90,50,34,60,44,70
354.0,0426-000,426,0,フワライド,,フワライド,pm0426_00_00_00.png,ききゅうポケモン,15.0,1.2,ゴースト,ひこう,ゆうばく,かるわざ,ねつぼうそう,9,150,80,44,90,54,80
